2021-10-13 21:21:21,230 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-10-13 21:21:21,255 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-10-13 21:21:21,257 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-10-13 21:21:21,258 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-10-13 21:21:21,290 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-10-13 21:21:21,290 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-10-13 21:21:21,291 INFO  SwAddin.cs: 201 - Setting up command manager
2021-10-13 21:21:21,292 INFO  SwAddin.cs: 204 - Adding command manager
2021-10-13 21:21:21,294 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-10-13 21:21:21,295 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-10-13 21:21:21,295 INFO  SwAddin.cs: 210 - Adding event handlers
2021-10-13 21:21:21,309 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-10-13 22:00:47,100 INFO  SwAddin.cs: 294 - Assembly export called for file ROBOT.SLDASM
2021-10-13 22:01:08,268 INFO  SwAddin.cs: 294 - Assembly export called for file ROBOT.SLDASM
2021-10-13 22:01:10,114 INFO  SwAddin.cs: 313 - Saving assembly
2021-10-13 22:01:13,364 INFO  SwAddin.cs: 316 - Opening property manager
2021-10-13 22:01:13,381 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ROBOT.SLDASM
2021-10-13 22:01:13,389 INFO  ExportHelperExtension.cs: 1136 - Found 61 in ROBOT.SLDASM
2021-10-13 22:01:13,390 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ROBOT.SLDASM
2021-10-13 22:01:13,391 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-13 22:01:13,392 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2021-10-13 22:01:13,393 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配-电机+麦轮1-1
2021-10-13 22:01:13,393 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 装配-电机+麦轮1-1
2021-10-13 22:01:13,393 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配-电机+麦轮1-1
2021-10-13 22:01:13,394 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配-电机+麦轮1-2
2021-10-13 22:01:13,394 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 装配-电机+麦轮1-2
2021-10-13 22:01:13,394 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配-电机+麦轮1-2
2021-10-13 22:01:13,395 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 思岚雷达-2
2021-10-13 22:01:13,395 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 思岚雷达-2
2021-10-13 22:01:13,395 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 思岚雷达-2
2021-10-13 22:01:13,396 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配-电机+麦轮2-2
2021-10-13 22:01:13,396 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 装配-电机+麦轮2-2
2021-10-13 22:01:13,396 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配-电机+麦轮2-2
2021-10-13 22:01:13,397 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 雷达支柱-3
2021-10-13 22:01:13,397 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 雷达支柱-3
2021-10-13 22:01:13,397 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 雷达支柱-3
2021-10-13 22:01:13,397 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配-电机+麦轮2-1
2021-10-13 22:01:13,398 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 装配-电机+麦轮2-1
2021-10-13 22:01:13,398 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配-电机+麦轮2-1
2021-10-13 22:01:13,398 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配-架子-1
2021-10-13 22:01:13,399 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 装配-架子-1
2021-10-13 22:01:13,399 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配-架子-1
2021-10-13 22:01:13,399 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 深度相机-1
2021-10-13 22:01:13,400 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 深度相机-1
2021-10-13 22:01:13,400 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 深度相机-1
2021-10-13 22:01:13,400 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ROBOT.SLDASM
2021-10-13 22:01:13,400 INFO  ExportHelperExtension.cs: 1136 - Found 61 in ROBOT.SLDASM
2021-10-13 22:01:13,401 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ROBOT.SLDASM
2021-10-13 22:01:13,401 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-13 22:01:13,401 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2021-10-13 22:01:13,401 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配-电机+麦轮1-1
2021-10-13 22:01:13,402 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 装配-电机+麦轮1-1
2021-10-13 22:01:13,402 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配-电机+麦轮1-1
2021-10-13 22:01:13,402 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配-电机+麦轮1-2
2021-10-13 22:01:13,403 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 装配-电机+麦轮1-2
2021-10-13 22:01:13,403 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配-电机+麦轮1-2
2021-10-13 22:01:13,403 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 思岚雷达-2
2021-10-13 22:01:13,403 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 思岚雷达-2
2021-10-13 22:01:13,404 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 思岚雷达-2
2021-10-13 22:01:13,404 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配-电机+麦轮2-2
2021-10-13 22:01:13,404 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 装配-电机+麦轮2-2
2021-10-13 22:01:13,404 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配-电机+麦轮2-2
2021-10-13 22:01:13,405 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 雷达支柱-3
2021-10-13 22:01:13,405 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 雷达支柱-3
2021-10-13 22:01:13,405 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 雷达支柱-3
